1001;1;1;1;1;1;3;2;3;3;3;2;3;1;3;1;1;2;1;1;3;1;1;1;1;3;2;3;1;1;3;10
1001;2;3;2;1;1;4;3;3;3;3;1;3;1;3;1;1;3;1;1;3;1;2;2;1;3;3;3;1;1;3;11
1001;2;3;2;1;1;3;2;3;3;4;2;3;4;4;1;4;3;4;1;4;2;4;1;1;;3;3;4;3;2;12
1001;3;2;3;1;1;1;2;3;4;2;1;2;2;2;1;1;3;2;1;1;1;1;1;1;2;1;3;1;1;1;13
1001;4;3;3;1;1;4;3;3;3;1;1;3;4;1;1;2;3;4;1;3;4;1;1;1;;3;3;1;1;3;14
1001;4;3;3;1;;4;3;4;3;4;3;3;4;3;1;3;1;1;1;3;1;1;1;3;3;4;3;1;1;3;15
1001;2;2;2;2;2;3;2;4;3;2;1;2;1;1;1;2;1;1;1;1;1;3;1;1;2;3;3;3;3;3;16
1001;2;2;2;2;2;2;2;2;2;3;3;2;4;2;1;1;1;4;1;1;4;1;1;1;2;2;2;2;1;1;17
1001;2;2;3;2;2;2;3;3;3;1;1;3;1;3;2;1;1;2;1;1;1;1;1;1;3;2;3;2;1;1;18
1001;2;3;2;2;1;2;2;2;2;3;;2;1;1;1;3;1;2;3;1;3;1;1;1;1;1;;1;1;1;19
1002;2;3;2;2;2;4;3;2;3;3;2;2;2;1;1;1;1;2;1;1;1;1;1;1;3;2;2;1;1;;20
1002;2;3;3;2;2;3;2;4;3;1;3;2;1;2;2;1;2;3;1;1;1;1;1;1;3;2;3;1;1;2;21
1002;2;3;3;2;2;2;3;3;3;1;1;2;2;3;1;2;2;2;1;1;2;1;1;1;2;1;1;3;1;1;22
1002;3;2;2;2;2;3;4;3;4;1;1;2;3;1;1;3;3;2;1;3;1;3;1;1;2;3;3;3;2;2;23
1002;3;2;3;2;3;3;3;3;3;3;2;3;3;1;1;1;1;3;1;1;1;1;1;1;3;1;3;2;2;3;24
1002;3;2;3;2;;4;2;3;4;3;3;3;3;3;1;2;2;;;;1;4;1;1;;1;2;3;3;;11
1002;3;3;3;2;2;3;3;3;3;1;1;3;2;3;1;1;1;3;1;1;1;4;2;1;;1;3;2;1;2;12
1002;3;3;3;2;3;4;4;3;3;4;4;3;2;4;3;2;3;4;2;4;3;1;1;2;3;3;3;1;1;3;13
1002;3;3;4;2;3;3;4;3;4;1;2;3;1;3;1;3;1;2;1;1;1;2;1;1;2;3;4;1;2;1;14
1002;4;2;3;2;4;3;3;3;3;1;2;3;1;1;1;2;3;1;2;3;3;3;1;3;4;2;3;3;3;3;15
1003;4;3;3;2;;3;3;4;3;3;3;3;3;1;1;1;2;2;2;4;1;1;1;1;3;2;3;2;1;3;16
1003;4;3;3;2;3;3;3;4;3;1;2;3;3;1;2;2;1;3;1;2;1;3;1;1;3;3;3;3;2;3;17
1003;4;3;3;2;2;3;3;4;3;1;3;3;4;1;1;1;3;1;1;1;2;3;1;1;2;1;3;3;3;2;18
1003;1;2;3;3;;4;3;3;3;3;3;3;1;1;1;3;1;1;1;1;1;1;1;1;;3;3;3;3;4;19
1003;1;3;4;3;3;4;;4;4;;;;;;;;;;;;;;;;;;;;;;20
1003;2;2;1;3;3;2;1;4;4;2;1;3;1;1;1;3;1;1;1;1;3;1;1;1;2;3;3;1;1;3;21
1003;2;2;2;3;;2;2;3;3;2;3;2;2;3;1;1;1;1;2;1;1;1;1;1;2;1;2;1;1;1;22
1003;2;2;2;3;2;2;3;3;3;2;2;2;3;1;1;1;1;3;1;1;1;1;1;1;2;1;3;1;1;2;23
1003;2;2;3;3;;2;2;2;3;3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;3;3;2;1;2;3;24
1003;2;2;3;3;2;3;3;3;3;1;1;2;1;3;2;1;1;2;1;1;1;1;1;1;2;1;3;1;1;1;10
1004;2;2;4;3;;4;3;4;4;2;1;3;2;2;1;1;1;3;1;1;1;1;2;1;;1;2;1;1;2;12
1004;2;2;;3;3;2;2;3;3;2;2;3;3;2;2;1;3;;2;1;3;2;2;2;;;2;1;1;2;13
1004;2;3;2;3;2;3;4;3;3;3;3;2;4;2;3;1;3;2;3;2;2;2;1;1;2;;1;1;1;3;14
1004;2;3;2;3;3;4;2;3;3;;2;3;3;1;1;1;1;2;3;3;1;1;1;1;3;2;3;2;2;1;15
1004;2;3;3;3;3;4;2;3;3;1;1;2;1;3;2;2;2;2;1;1;1;1;1;1;2;2;3;1;1;3;16
1004;2;3;3;3;2;3;2;4;3;1;3;3;1;1;1;1;1;1;1;1;1;3;1;1;3;3;3;1;2;2;17
1004;2;3;3;3;3;4;4;4;3;3;2;3;1;3;1;1;1;1;1;1;1;1;1;1;3;3;4;1;1;3;18
1004;3;2;3;3;3;4;4;4;3;2;1;3;1;3;1;1;;1;1;1;1;1;1;1;3;3;3;1;1;3;19
1004;3;3;3;3;3;3;3;4;3;2;2;2;1;3;2;1;1;3;1;1;2;1;1;1;3;1;3;1;1;2;20
1004;3;3;3;3;4;3;3;3;4;3;1;3;1;1;1;4;1;3;1;1;1;1;1;1;3;3;2;1;1;3;21
1005;3;3;3;3;3;4;3;4;4;3;2;3;1;1;1;2;3;1;1;1;1;3;1;2;3;4;3;3;3;2;22
1005;3;3;3;3;3;3;3;3;3;1;1;3;1;3;1;3;1;2;2;1;1;3;1;1;3;2;3;1;1;2;23
1005;3;3;3;3;3;3;3;3;3;1;1;3;2;2;2;1;3;3;1;2;1;1;1;1;2;3;3;1;1;1;24
1005;3;3;3;3;2;3;3;4;4;2;3;3;3;1;1;1;1;4;3;1;4;1;1;1;;3;3;1;1;3;10
1005;3;3;3;3;3;3;3;3;4;2;3;3;3;2;1;3;3;2;1;1;1;1;1;1;3;2;3;1;1;3;11
1005;3;3;3;3;3;3;3;3;4;3;3;3;3;3;1;3;3;;1;1;3;1;1;1;3;2;3;1;1;2;13
1005;3;3;3;3;3;4;4;3;3;2;3;3;3;3;2;2;3;3;1;2;3;2;1;3;3;2;3;1;1;1;14
1005;3;3;3;3;3;3;4;4;3;1;1;3;3;4;2;3;2;3;1;1;1;3;1;1;3;3;3;2;2;3;15
1005;3;3;3;3;3;4;4;4;4;4;1;3;4;3;1;3;4;4;1;3;4;3;1;3;4;4;4;1;1;3;16
1005;3;3;3;3;3;3;2;3;4;2;1;3;;3;1;1;1;3;1;1;1;4;2;1;3;2;3;1;2;3;17
1006;3;3;3;3;3;3;4;4;4;4;1;4;1;3;2;3;3;3;1;3;4;1;1;1;4;3;4;1;1;3;18
1006;3;3;3;3;;3;4;4;3;3;3;4;2;4;3;2;1;3;1;1;1;4;1;2;3;1;4;2;3;3;19
1006;3;3;4;3;3;3;4;4;4;;4;3;1;2;2;1;3;3;1;1;1;1;1;3;3;4;3;1;1;3;20
1006;3;3;4;3;;4;4;4;4;2;1;3;1;3;2;3;1;3;1;3;1;1;1;1;4;1;3;2;2;3;21
1006;3;3;4;3;;4;4;3;3;3;3;4;1;4;2;1;1;3;2;1;1;4;1;2;3;1;3;3;2;3;22
1006;3;4;3;3;;4;4;3;4;3;4;3;1;4;1;3;1;3;1;1;1;4;1;1;;2;3;2;3;2;23
1006;3;4;3;3;3;4;4;3;4;3;2;3;3;4;1;3;3;3;1;3;4;3;1;1;3;3;3;4;4;3;24
1006;3;4;4;3;4;4;4;4;3;3;2;4;1;4;2;1;1;3;1;1;3;2;1;1;;1;3;1;2;3;10
1006;4;2;3;3;;3;2;3;3;3;2;3;4;1;1;1;3;3;2;3;2;1;1;2;3;3;3;1;1;4;11
1006;4;3;3;3;2;3;3;4;3;3;2;3;1;1;1;1;1;3;1;3;4;1;1;1;4;3;3;1;1;3;12
1007;4;3;3;3;4;3;3;4;3;2;3;3;2;1;1;2;2;3;1;1;1;2;1;1;;2;2;2;1;3;14
1007;4;3;3;3;3;4;3;4;4;2;1;3;3;1;1;1;1;1;2;1;3;1;1;1;3;4;3;1;1;3;15
1007;4;3;4;3;;3;3;3;4;3;2;3;1;1;1;1;1;3;1;1;3;1;1;1;3;1;3;2;2;4;16
1007;4;3;4;3;3;3;3;4;3;4;4;3;2;2;1;2;2;4;1;2;4;1;1;1;4;2;3;1;1;4;17
1007;4;3;4;3;3;4;3;4;4;3;2;3;2;3;1;3;3;2;1;1;1;3;1;1;2;3;3;1;1;2;18
1007;4;3;4;3;2;4;4;4;3;3;2;4;3;3;2;1;3;3;2;1;1;1;1;2;2;2;4;2;2;3;19
1007;4;3;4;3;4;4;4;4;4;3;3;4;4;3;3;4;3;4;2;3;4;3;1;4;3;4;3;3;3;3;20
1007;4;4;3;3;;4;4;4;4;3;4;3;1;1;1;1;2;1;1;1;1;1;1;1;;1;3;1;1;1;21
1007;4;4;3;3;3;4;4;4;4;4;4;3;1;1;1;1;1;1;1;4;1;1;1;1;4;3;3;1;1;4;22
1007;4;4;3;3;;4;4;4;3;1;1;3;1;4;1;1;1;4;1;1;1;1;1;1;;2;3;3;3;3;23
1008;4;4;3;3;;4;3;4;4;4;3;3;3;1;3;3;4;2;1;4;4;1;1;3;3;3;3;1;1;3;24
1008;4;4;4;3;3;4;4;3;3;3;2;3;1;2;2;1;1;1;1;1;1;3;1;1;3;2;3;4;4;3;19
1008;4;4;4;3;3;4;4;4;4;1;1;3;2;4;2;1;1;3;1;1;1;1;1;2;3;3;3;3;2;2;10
1008;4;4;4;3;;3;4;3;4;4;3;4;1;3;1;1;1;1;1;1;1;1;1;1;2;2;3;1;3;3;11
1008;4;4;4;3;4;4;3;4;4;2;3;4;2;3;1;4;2;3;1;2;1;3;1;1;4;2;3;3;3;3;12
1008;4;4;4;3;3;3;4;4;4;3;3;4;3;4;1;4;3;3;1;3;1;4;1;3;3;4;4;4;4;2;15
1008;2;3;3;4;;3;3;3;4;2;2;3;1;1;1;1;1;1;1;1;1;2;1;1;4;3;3;2;3;4;16
1008;2;3;3;4;4;3;3;4;4;3;2;3;2;1;1;3;3;3;1;1;1;1;1;1;3;4;4;2;2;3;17
1008;2;3;3;4;4;4;3;4;3;3;2;3;3;3;1;1;1;1;1;1;1;1;1;1;;3;3;1;1;;18
1008;2;3;4;4;;4;4;4;4;2;1;3;1;2;1;3;2;3;1;1;1;1;1;1;4;1;3;1;1;3;19
1009;3;2;3;4;1;3;3;4;3;2;1;3;3;2;1;1;2;4;1;1;1;1;1;1;;1;3;1;2;2;20
1009;3;2;4;4;;3;4;4;4;1;1;3;1;3;1;4;1;1;1;1;1;3;1;1;;1;4;1;1;2;21
1009;3;3;3;4;4;3;3;3;3;2;2;2;2;2;2;1;2;4;1;1;2;1;1;1;;1;1;1;1;2;22
1009;3;3;3;4;4;3;3;4;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;3;1;3;1;1;2;23
1009;3;3;3;4;4;4;3;4;4;2;1;3;1;4;3;1;2;3;1;1;1;1;1;1;4;1;3;1;1;3;24
1009;3;3;3;4;;3;4;3;4;2;2;3;2;2;1;3;1;3;1;1;1;1;2;1;3;1;3;1;1;3;18
1009;3;3;3;4;;2;3;3;3;2;2;3;3;1;1;1;1;1;1;2;1;1;1;1;;3;2;2;1;3;19
1009;3;3;3;4;3;3;4;3;4;3;3;3;3;3;2;4;3;3;1;4;4;1;1;3;3;1;3;1;2;4;10
1009;3;3;3;4;3;3;4;4;4;2;1;3;3;4;1;3;3;3;1;3;3;3;1;1;3;1;3;1;1;3;11
1009;3;3;3;4;4;3;1;3;4;1;1;3;4;2;1;1;1;3;1;1;1;1;1;1;;2;4;2;1;1;12
1010;3;3;3;4;3;4;3;4;4;3;3;4;2;4;1;3;2;2;1;1;1;4;1;1;;2;3;3;3;2;16
1010;3;3;3;4;4;3;4;4;4;3;2;4;4;1;3;1;3;3;1;;1;2;1;1;3;1;3;1;1;4;17
1010;3;3;3;4;3;4;4;4;4;3;3;4;4;3;1;4;3;3;1;1;3;4;1;1;3;4;3;1;2;3;18
1010;3;3;3;4;4;3;3;4;4;2;2;;4;4;1;1;3;3;1;1;1;4;2;1;;2;3;2;1;2;19
1010;3;3;4;4;;4;3;4;4;3;2;3;1;1;1;1;1;1;1;1;1;1;1;1;4;1;4;1;1;3;20
1010;3;3;4;4;;4;4;4;4;3;2;3;1;1;1;3;3;1;1;3;1;1;1;2;4;3;3;3;1;4;21
1010;3;3;4;4;4;2;4;4;4;3;2;3;2;1;2;3;3;3;1;1;1;1;1;1;4;1;3;2;2;3;22
1010;3;3;4;4;;4;4;4;4;3;3;3;2;2;1;2;3;3;1;1;3;1;1;1;4;;3;1;1;3;23
1010;3;3;4;4;;3;4;4;3;3;1;3;3;1;3;3;3;3;2;1;1;1;1;1;4;1;3;1;3;3;24
1010;3;3;4;4;4;3;3;4;4;1;1;3;3;2;2;2;2;2;1;2;1;3;3;1;3;3;3;2;3;2;17
1011;3;4;3;4;;3;4;4;3;2;4;3;1;3;1;3;1;3;1;2;1;2;1;3;3;1;3;1;1;3;18
